2017-02-14 19:01:30,node1,wind,16.62
2017-02-14 19:01:28,node2,tmp,-6.76
2017-02-14 19:01:28,node2,wind,-9.17
2017-02-14 19:01:36,node1,wind,5.24
2017-02-14 19:01:34,node2,tmp,-3.86
2017-02-14 19:01:40,node2,wind,-6.04
2017-02-14 19:01:58,node2,wind,8.38
2017-02-14 19:02:05,node2,wind,-9.78
2017-02-14 19:02:11,node2,tmp,3.62
2017-02-14 19:02:48,node1,wind,7.09
2017-02-14 19:03:06,node1,wind,5.52
2017-02-14 19:06:07,node1,wind,-5.22
2017-02-14 19:07:45,node1,wind,11.94
2017-02-14 19:07:51,node1,wind,-12.3
2017-02-14 19:07:57,node1,wind,5.49
2017-02-14 19:08:06,node2,wind,11.88
2017-02-14 19:09:12,node2,wind,-10.48
2017-02-14 19:09:18,node2,tmp,-4.97
2017-02-14 19:09:30,node2,wind,6.25
2017-02-14 19:10:06,node2,wind,-6.68
2017-02-14 19:10:42,node2,wind,-5.14
2017-02-14 19:11:06,node2,wind,9.7
2017-02-14 19:11:19,node2,wind,-5.43
2017-02-14 19:11:36,node1,wind,-5.65
2017-02-14 19:11:43,node2,wind,-10.61
2017-02-14 19:11:49,node2,wind,-11.14
2017-02-14 19:11:55,node2,wind,5.83
2017-02-14 19:12:01,node2,wind,7.23
2017-02-14 19:12:13,node2,wind,9.58
2017-02-14 19:12:31,node2,wind,9.73
